src_ip,dst_ip,src_port,dst_port,first_pkt_time,last_pkt_time,avg_hops,avg_packet_len,nodeRelatedMessages:HeartbeatRequest,nodeRelatedMessages:HeartbeatResponse,nodeRelatedMessages:PFDManagementRequest,nodeRelatedMessages:PFDManagementResponse,nodeRelatedMessages:AssociationSetupRequest,nodeRelatedMessages:AssociationSetupResponse,nodeRelatedMessages:AssociationUpdateRequest,nodeRelatedMessages:AssociationUpdateResponset,nodeRelatedMessages:AssociationReleaseRequest,nodeRelatedMessages:AssociationReleaseResponse,nodeRelatedMessages:VersionNotSupportedResponse,nodeRelatedMessages:NodeReportRequest,nodeRelatedMessages:NodeReportResponse,nodeRelatedMessages:SessionSetDeletionRequest,nodeRelatedMessages:SessionSetDeletionResponse,sessionRelatedMessages:SessionEstablishmentRequest,sessionRelatedMessages:SessionEstablishmentResponse,sessionRelatedMessages:SessionModificationRequest,sessionRelatedMessages:SessionModificationResponse,sessionRelatedMessages:SessionDeletionRequest,sessionRelatedMessages:SessionDeletionResponse,sessionRelatedMessages:SessionReportRequest,sessionRelatedMessages:SessionReportResponse,class
6003::1001,2000::100:505,14603,14598,1603074324.6546915,1603074571.2236707,190,240,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,58,57,77,198,20,28,127,147,0
2000::100:501,229.187.195.78,11623,27519,1603076654.3552165,1603077070.92389,191,278,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4,288,186,47,70,167,123,1
2000::100:52a,26.186.2.12,47888,46282,1603075630.7395215,1603076028.6410346,190,153,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,277,22,1217,505,178,72,267,150,1
6003::1001,2000::100:504,14594,8806,1603074390.199895,1603074441.845956,191,292,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,21,347,498,57,74,74,28,0
2000::100:501,2000::100:506,14603,14594,1603074505.9697533,1603074720.6432025,190,263,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,78,37,631,254,53,39,66,14,0
2000::100:4ee,25.148.235.80,18567,56090,1603076038.5453045,1603076479.037435,191,207,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,90,37,554,178,81,345,10,1
6003::1002,2000::100:503,14610,14596,1603074277.7056584,1603074632.3391643,190,228,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,20,567,494,20,21,97,130,0
6003::1003,2000::100:505,14606,14612,1603074280.839063,1603074733.8650055,190,130,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,299,126,70,8,186,89,0
6003::1002,2000::100:503,14602,8804,1603074620.398717,1603075054.9599407,190,97,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,68,118,253,324,7,48,92,207,0
56.234.242.72,2000::100:4f8,8069,58125,1603088447.7585974,1603088524.318506,191,254,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39,47,1217,603,178,78,267,34,1
6003::1005,2000::100:506,8806,8796,1603074133.6132286,1603074177.1309733,190,246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,22,498,634,7,12,176,97,0
6003::100a,6003::1014,33484,3262,1603090682.0708995,1603091058.9114912,191,201,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,37,1510,106,22,43,345,236,1
6003::1005,2000::100:506,14594,14595,1603074207.1228757,1603074391.2924657,190,250,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,153,366,69,2,84,24,0
143.148.26.218,2000::100:4cf,29343,36462,1603081753.4826128,1603082033.2002418,190,238,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,27,48,577,476,19,29,35,5,1
6003::1005,6003::1000,14595,8795,1603074481.0099545,1603074847.4401717,190,115,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,57,73,455,413,7,40,13,178,0
6003::fd8,2000::100:520,23919,30752,1603081484.1282854,1603081876.6185715,191,152,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,224,123,239,339,11,63,14,18,1
6003::1002,2000::100:504,14595,14593,1603074216.5442328,1603074665.9913673,190,112,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,53,30,4,96,21,9,5,87,0
6003::1005,2000::100:506,14593,14604,1603074367.7434154,1603074581.6999323,190,250,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,120,108,533,144,7,45,55,106,0
6003::1002,2000::100:505,14599,14603,1603073952.1196675,1603074296.5065265,190,224,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,48,98,540,391,20,13,169,32,0
151.225.131.150,2000::100:4ed,36347,48649,1603090209.4416027,1603090671.7482781,190,153,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,116,68,1510,470,63,78,345,42,1
6003::1004,2000::100:502,14607,14596,1603074108.1307745,1603074512.4577956,190,183,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,49,12,237,58,68,71,151,102,0
229.22.121.232,23.245.74.150,10996,5244,1603078400.5949981,1603078543.9724162,191,266,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,226,230,13,11,7,33,1
116.211.92.139,167.241.92.66,9324,29020,1603088602.1671886,1603088743.4504964,190,252,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,75,26,368,108,48,18,345,32,1
6003::1005,2000::100:506,8807,14600,1603074192.0554533,1603074416.079445,190,168,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,84,15,272,455,2,46,36,27,0
2000::100:503,2000::100:502,14614,14599,1603074525.0579312,1603074900.539764,191,190,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,102,30,301,632,61,80,14,3,0
6003::1003,2000::100:503,14605,14594,1603074519.7494462,1603074783.8654382,190,218,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,110,414,47,56,120,20,0
6003::1000,6003::1002,14614,8808,1603074463.32161,1603074886.4482918,190,237,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,64,76,598,489,74,43,2,33,0
6003::1000,6003::1004,14602,14606,1603074347.8846462,1603074475.4311702,191,274,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,116,113,41,623,11,26,5,214,0
6003::1002,2000::100:506,14602,14612,1603074328.0324986,1603074687.584956,190,242,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,87,17,41,49,31,8,3,27,0
6003::1001,2000::100:504,8803,14594,1603074557.8006935,1603075010.4496412,190,264,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6,453,185,36,54,63,101,0
6003::1001,2000::100:505,14595,14612,1603073981.0102878,1603074078.6864307,191,93,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,46,33,120,443,50,43,11,33,0
6003::1004,2000::100:501,8796,8814,1603074115.108205,1603074368.2268584,190,261,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,17,615,501,38,42,207,133,0
6003::1002,2000::100:501,14607,14605,1603074465.4954612,1603074767.0184457,191,145,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,101,2,17,635,45,33,33,28,0
6003::1003,2000::100:503,14615,14603,1603074504.4815264,1603074612.810034,190,251,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,65,376,414,73,23,29,15,0
2000::100:50b,85.25.194.116,37642,1522,1603090513.109617,1603090720.4420505,191,273,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,224,18,1510,332,178,37,345,126,1
6003::1003,2000::100:503,14598,14607,1603074295.893392,1603074723.9615362,190,173,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,49,69,305,157,20,82,22,0,0
6003::1001,6003::1003,8809,14597,1603074078.7400458,1603074363.3095806,190,175,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,44,38,527,562,63,81,32,18,0
73.196.231.158,227.56.30.141,1689,36756,1603085499.3455033,1603085920.612716,190,160,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,224,59,1217,173,178,28,345,193,1
136.251.250.75,6003::fec,43958,56887,1603082793.7658095,1603083179.7208464,191,209,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,119,20,385,192,178,30,115,20,1
6003::1000,2000::100:501,14604,8805,1603073948.904466,1603074363.921066,190,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,667,667,83,83,4,0,0
6003::1002,2000::100:502,8803,8805,1603074028.9500527,1603074263.6018815,191,95,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,88,102,32,81,48,78,168,30,0
49.114.110.10,6003::101e,12767,22509,1603083721.9541407,1603084125.0828216,191,235,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,14,106,143,26,7,18,1
2000::100:529,110.32.49.221,14112,50921,1603085877.0398066,1603086297.7976866,190,165,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,277,120,1217,252,143,57,267,16,1
6003::1005,6003::1003,14605,14596,1603073969.855864,1603074163.4346857,191,294,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,18,46,599,176,48,62,114,107,0
96.64.157.220,2000::100:520,60192,47368,1603079053.3565264,1603079203.8485122,190,277,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,224,99,1217,276,143,68,345,15,1
68.36.67.92,54.116.17.230,35822,44441,1603075957.9216592,1603076175.8631659,190,232,33,14,0,0,0,0,0,0,0,0,0,0,0,0,0,277,54,149,248,55,25,140,139,1
6003::1000,2000::100:506,14612,14592,1603074097.6348052,1603074516.9108295,191,290,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,112,243,113,36,25,24,110,0
6003::1003,2000::100:503,14594,14600,1603074567.2962055,1603074592.8752503,190,78,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,75,51,404,399,63,12,172,32,0
6003::1000,6003::1004,14599,8801,1603074331.0129852,1603074761.5648363,190,182,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,92,17,339,354,27,53,16,118,0
32.169.128.50,6003::1028,49536,56443,1603079755.69828,1603079977.5923827,190,263,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224,42,1510,227,143,6,345,0,1
2000::100:516,2000::100:520,25595,59311,1603090237.568735,1603090421.534245,190,206,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,224,61,13,504,178,29,31,100,1
6003::1002,2000::100:502,14600,14599,1603074002.6564302,1603074139.9846733,190,274,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,56,99,59,509,73,27,78,15,0
220.177.229.18,6003::100a,32664,8930,1603090616.7602394,1603091076.25087,190,90,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,277,12,1510,43,178,28,267,6,1
37.228.127.144,76.38.178.198,33925,48957,1603080965.6019557,1603081413.946153,191,110,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,277,21,114,438,49,25,70,186,1
2000::100:4ee,6003::fd8,51133,3313,1603089635.2555285,1603090084.2255917,190,177,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,53,85,273,627,49,24,23,100,1
6003::1000,2000::100:507,14594,8814,1603074621.7328653,1603074812.7037487,191,164,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,594,288,70,2,23,216,0
6003::1004,6003::1001,14598,14601,1603074163.124415,1603074612.1883955,190,203,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2,354,525,80,34,188,178,0
6003::1001,2000::100:503,14609,14605,1603074412.2513745,1603074696.8984616,190,135,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,86,323,158,33,29,4,20,0
176.232.117.218,6003::fe2,39679,30508,1603083547.3434346,1603083867.3201768,191,155,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,76,1217,480,178,10,345,213,1
248.201.95.27,2000::100:51f,28838,37495,1603086001.2157524,1603086356.8472402,190,94,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,277,3,1510,4,143,8,267,235,1
2000::100:503,2000::100:503,14598,14606,1603074531.2766788,1603074967.3982716,190,246,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,21,63,108,308,47,7,29,146,0
6003::1000,2000::100:505,14609,14615,1603074494.340128,1603074618.1358302,190,190,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,67,187,240,10,18,179,190,0
221.0.20.75,2000::100:529,44516,36339,1603087935.9982066,1603088319.5028849,190,248,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,277,23,1217,43,178,48,267,117,1
2000::100:503,2000::100:505,14600,14614,1603074622.4943717,1603075028.48662,190,211,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,112,28,646,164,15,73,15,95,0
6003::1001,2000::100:505,8807,14602,1603074540.6730785,1603074968.065812,190,83,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,78,123,339,256,46,11,5,230,0
6003::1000,6003::1001,14601,14596,1603074040.194589,1603074162.5640569,190,210,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,382,470,2,74,63,61,0
6003::1002,6003::1005,14608,14605,1603074273.2434673,1603074592.0323875,191,94,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,103,97,628,298,43,52,79,179,0
105.201.47.170,6003::100a,35646,52438,1603088781.5602129,1603089124.0690153,190,192,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,77,24,1217,587,37,12,181,21,1
6003::1003,2000::100:507,14602,14612,1603074553.1331294,1603074623.1554012,190,286,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,111,100,498,576,2,80,30,116,0
2000::100:502,2000::100:501,14602,14602,1603074470.053031,1603074613.4736223,190,257,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,77,67,437,401,73,29,82,143,0
98.92.153.50,2000::100:51f,21802,6792,1603086671.8141212,1603086701.8997712,190,265,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,224,59,597,95,178,61,267,222,1
2000::100:505,2000::100:505,14592,8798,1603074352.228781,1603074669.9806595,190,109,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,112,92,497,509,60,29,127,24,0
6003::1002,6003::1001,14612,14613,1603074495.848462,1603074922.2034404,190,136,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,118,117,527,118,35,35,29,55,0
2000::100:51f,2000::100:4e3,50695,33049,1603077668.7162824,1603077872.0443761,190,250,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224,60,662,233,6,32,345,84,1
6003::1003,6003::1003,14602,14597,1603074181.9654396,1603074487.662381,191,254,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,101,97,37,140,23,52,0,177,0
31.50.105.97,2.117.254.243,10779,53256,1603087461.1280575,1603087810.7083747,191,268,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,94,114,184,178,77,61,66,209,1
2000::100:505,2000::100:503,14597,14595,1603074217.0257106,1603074416.1572528,190,222,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,61,11,459,49,4,18,191,6,0
6003::1014,58.194.90.133,28945,28889,1603078526.0264213,1603078960.536001,190,131,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,224,31,32,467,178,15,345,194,1
6003::1002,2000::100:503,14610,14606,1603074513.9294884,1603074741.1203773,190,214,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,40,13,211,230,0,13,224,126,0
2000::100:501,27.17.150.136,40486,52350,1603077000.3634212,1603077443.1003666,190,155,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,224,118,105,31,143,63,345,9,1
125.177.4.91,222.17.27.51,22790,65239,1603081472.99096,1603081885.9214659,190,264,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,123,119,1510,67,143,7,5,29,1
6003::1005,2000::100:506,14593,8798,1603074067.6496522,1603074509.1190753,190,213,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,107,10,491,624,67,64,63,220,0
227.206.66.90,14.6.21.117,33097,7800,1603078580.0344656,1603079035.2556973,190,214,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,224,31,1217,558,143,30,267,8,1
49.9.59.122,2000::100:4d9,29719,62694,1603090114.704421,1603090417.772227,191,148,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,117,86,1510,67,48,66,29,0,1
6003::1002,2000::100:505,14609,14612,1603074420.2442033,1603074813.1620293,190,153,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,49,105,439,322,8,60,183,28,0
102.10.56.168,6003::101e,44362,54083,1603074185.0143034,1603074594.0044918,191,204,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,45,40,424,601,178,74,86,46,1
2000::100:502,2000::100:504,14605,14601,1603074067.7062216,1603074515.4852293,191,275,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43,605,241,22,71,158,11,0
2000::100:4ed,136.84.105.47,34322,60914,1603084412.115188,1603084717.2686653,191,165,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,277,15,1217,465,178,26,345,2,1
6003::1004,2000::100:506,14603,14599,1603074315.374106,1603074474.7261603,191,249,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,38,89,123,69,82,50,27,4,0
6003::1001,2000::100:501,14597,8813,1603074128.533593,1603074392.4243758,191,106,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,72,90,154,262,62,48,9,188,0
6003::100a,6.91.142.20,19451,46917,1603083166.9205317,1603083568.282696,190,282,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,224,18,1217,404,178,23,345,21,1
204.219.240.141,2000::100:529,6342,40434,1603079773.2976794,1603080174.1278424,191,117,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,66,103,1217,179,68,24,91,17,1
6003::1000,2000::100:503,14611,14605,1603074635.793364,1603075012.9299242,190,294,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,89,109,427,244,6,21,128,14,0
6003::1004,2000::100:503,14597,14605,1603074018.8855238,1603074196.767934,191,246,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,107,99,88,542,11,27,182,62,0
6003::1005,2000::100:506,14610,14600,1603074636.7546628,1603074750.7551942,190,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,102,265,462,44,52,22,3,0
168.11.221.183,2000::100:4e4,14859,59683,1603075360.9279284,1603075697.3651395,190,263,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,43,82,586,359,63,76,20,21,1
6003::1000,2000::100:501,14605,8805,1603074339.400155,1603074363.051881,190,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,25,25,3,3,1,0,0
6003::1002,2000::100:505,14596,14596,1603074137.627694,1603074350.6479783,190,172,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,38,17,656,190,11,29,187,0,0
6003::1004,2000::100:506,14593,8806,1603074275.3490117,1603074334.763372,190,169,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,95,16,147,614,51,46,24,102,0
2000::100:502,2000::100:502,14594,14608,1603074011.1481643,1603074473.7524738,190,228,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,77,292,239,54,58,213,171,0
6003::1003,2000::100:502,14595,8810,1603074163.3443758,1603074502.6963298,191,282,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,120,93,400,4,12,38,18,0,0
6003::1000,2000::100:506,14608,8799,1603074550.2494707,1603074834.1638854,190,94,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,59,626,5,77,23,182,0
6003::1003,2000::100:501,8802,14595,1603074212.3835707,1603074548.696843,190,116,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,18,138,226,29,23,10,2,0
6003::1003,2000::100:505,8797,14597,1603074299.2862582,1603074743.8775997,190,149,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,72,96,154,458,47,66,55,202,0
6003::1004,2000::100:505,14612,14602,1603074188.7676659,1603074641.738052,190,255,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,113,96,249,423,51,24,115,161,0
2000::100:505,2000::100:503,14610,14615,1603074471.9792163,1603074811.6506422,190,248,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,45,17,56,490,10,27,30,5,0
6003::fec,92.24.14.246,54625,1331,1603079165.6905951,1603079609.0437186,190,262,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,224,86,1217,204,178,71,17,12,1
6003::1001,2000::100:504,8804,14607,1603074018.8521214,1603074150.0485828,190,106,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,118,489,651,74,50,195,42,0
2000::100:501,2000::100:503,14615,14615,1603074291.8601213,1603074676.0731335,190,218,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,106,113,175,431,11,64,106,109,0
6003::1003,2000::100:503,14604,14595,1603073972.2315454,1603074212.1797354,190,214,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,73,244,204,77,59,17,1,0
2000::100:504,2000::100:504,14612,14600,1603074555.8319824,1603074831.2711964,190,195,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,82,3,370,347,29,64,19,16,0
6003::1001,6003::1001,14601,14598,1603074156.2261562,1603074586.3328063,190,151,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,35,21,334,594,45,7,25,3,0
6003::1005,2000::100:506,14612,14593,1603074265.2995143,1603074662.3476946,190,147,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,66,220,125,26,37,24,27,0
2000::100:4da,2000::100:515,59703,58972,1603082634.8085413,1603083027.0316281,190,218,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,1217,114,143,22,7,15,1
