src_ip,dst_ip,src_port,dst_port,first_pkt_time,last_pkt_time,avg_hops,avg_packet_len,nodeRelatedMessages:HeartbeatRequest,nodeRelatedMessages:HeartbeatResponse,nodeRelatedMessages:PFDManagementRequest,nodeRelatedMessages:PFDManagementResponse,nodeRelatedMessages:AssociationSetupRequest,nodeRelatedMessages:AssociationSetupResponse,nodeRelatedMessages:AssociationUpdateRequest,nodeRelatedMessages:AssociationUpdateResponset,nodeRelatedMessages:AssociationReleaseRequest,nodeRelatedMessages:AssociationReleaseResponse,nodeRelatedMessages:VersionNotSupportedResponse,nodeRelatedMessages:NodeReportRequest,nodeRelatedMessages:NodeReportResponse,nodeRelatedMessages:SessionSetDeletionRequest,nodeRelatedMessages:SessionSetDeletionResponse,sessionRelatedMessages:SessionEstablishmentRequest,sessionRelatedMessages:SessionEstablishmentResponse,sessionRelatedMessages:SessionModificationRequest,sessionRelatedMessages:SessionModificationResponse,sessionRelatedMessages:SessionDeletionRequest,sessionRelatedMessages:SessionDeletionResponse,sessionRelatedMessages:SessionReportRequest,sessionRelatedMessages:SessionReportResponse,class
21.100.42.136,2000::100:515,56495,42094,1603089490.0773802,1603089814.402706,190,219,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,224,122,65,328,143,38,2,34,1
6003::1005,2000::100:506,14603,14592,1603074403.65325,1603074827.330834,191,100,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,108,45,492,205,74,78,12,24,0
6003::1001,2000::100:504,14599,14603,1603073996.1615496,1603074391.0445547,190,154,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,120,88,145,61,23,66,12,122,0
6003::1001,2000::100:502,14604,14609,1603074128.1660635,1603074216.0040932,191,134,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,73,23,608,593,2,36,22,28,0
27.81.248.102,6003::fe2,34556,3619,1603144672.3708727,1603145080.9572756,190,203,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,69,56,48,252,4,52,98,235,1
6003::1002,6003::1005,8798,8814,1603074339.3664126,1603074784.416108,190,284,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,74,45,43,626,54,29,121,26,0
6003::1001,2000::100:505,14610,14612,1603074583.1793852,1603075037.5153177,191,294,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,8,584,625,34,3,113,9,0
6003::fce,48.218.49.119,44657,61854,1603147213.5926676,1603147591.906266,191,160,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,75,48,389,243,178,61,5,212,1
2000::100:50b,6003::fec,23755,39855,1603135108.5292208,1603135557.3496041,191,258,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,49,71,1510,110,143,30,267,17,1
129.127.35.41,2000::100:4da,13706,7409,1603113377.7036126,1603113838.6002662,190,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,79,644,196,37,82,64,29,1
6003::1000,2000::100:506,14615,14610,1603074153.83564,1603074567.2790878,190,150,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,101,20,451,566,24,39,17,239,0
2000::100:4d0,119.132.246.253,42778,54869,1603119032.9882264,1603119469.8681011,191,280,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,224,80,522,514,143,29,267,52,1
6003::1003,2000::100:505,8795,14600,1603074442.5108068,1603074513.1006348,190,265,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,68,61,404,386,52,71,15,8,0
6003::1005,2000::100:503,14599,14609,1603074292.0562506,1603074687.2700777,191,232,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,116,473,659,67,42,98,23,0
6003::1000,2000::100:506,14609,14605,1603074026.9093719,1603074278.954551,190,92,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,53,89,497,53,9,68,16,21,0
2000::100:503,2000::100:502,14610,14608,1603074170.2024515,1603074367.7416053,191,293,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,570,214,19,29,28,11,0
84.69.213.125,42.92.77.114,63293,53086,1603115636.9690633,1603116034.3058286,190,254,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,224,62,1217,476,48,27,99,5,1
2000::100:515,6003::fe2,5515,61507,1603146665.3308666,1603146981.9208267,190,216,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,121,1510,403,57,54,345,13,1
2000::100:502,2000::100:502,14606,14597,1603074134.6239862,1603074404.9224815,191,222,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,77,481,586,82,16,68,9,0
127.68.175.144,40.71.2.79,39944,40903,1603138898.9271297,1603139347.086753,191,244,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,224,45,1217,262,178,35,267,190,1
6003::fd8,8.137.81.130,54537,63399,1603083178.9322424,1603083606.8408706,190,238,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,224,9,1510,31,178,60,267,17,1
6003::1000,6003::1001,14600,8806,1603074325.4053562,1603074723.6517444,191,236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,81,43,411,36,82,131,16,0
2000::100:502,2000::100:501,14603,8803,1603074149.8411596,1603074571.316138,190,219,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,74,114,433,38,67,8,25,157,0
6003::fd8,71.57.40.106,35710,7592,1603090029.8881798,1603090477.5912046,190,223,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224,87,1217,179,143,21,121,16,1
2000::100:51f,2000::100:4e4,9212,10589,1603122964.4050865,1603123358.145133,190,181,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,3,1510,627,16,19,345,11,1
6003::1003,2000::100:503,14604,14597,1603074397.5692062,1603074793.7959619,191,201,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,100,292,10,47,9,31,0
72.120.187.211,2000::100:51f,45814,20152,1603109885.8920612,1603110203.3039799,190,233,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,63,20,48,368,178,45,91,115,1
2000::100:529,2000::100:502,29080,22459,1603112989.5494719,1603113365.2458103,190,226,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,224,44,80,446,178,49,267,203,1
80.36.180.176,6003::101e,7881,2659,1603146859.5797248,1603146940.3276546,190,255,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,70,26,1217,435,21,61,54,193,1
2000::100:4ee,6003::ff6,2245,35714,1603078317.997532,1603078625.7167702,191,113,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,224,56,1510,164,143,5,345,22,1
255.23.17.61,2000::100:52a,1447,53125,1603100755.2655177,1603101197.5327947,191,282,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,224,111,1217,223,143,75,345,194,1
6003::1001,2000::100:505,14612,14599,1603074268.0023408,1603074429.0075252,191,91,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,87,351,644,7,32,66,88,0
6003::1001,2000::100:504,14608,14612,1603074056.2734575,1603074435.1291344,191,271,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,61,93,603,480,55,57,103,218,0
123.165.40.174,2000::100:516,54737,16534,1603145937.7582967,1603146117.4879699,191,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,97,536,205,61,20,40,14,1
6003::1002,2000::100:505,14612,14608,1603074184.6536613,1603074568.1421592,190,282,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,53,49,548,425,46,47,33,6,0
6003::1002,2000::100:505,14606,8803,1603073952.0950153,1603074352.6739478,190,289,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,112,48,293,600,64,0,19,117,0
74.225.255.135,16.42.199.248,30244,24989,1603130980.5820262,1603131438.8922513,191,284,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,81,100,647,259,178,33,345,164,1
6003::1003,2000::100:502,14612,14598,1603074616.978715,1603074672.7638822,190,212,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,88,413,213,6,11,197,138,0
55.141.240.197,11.72.66.16,46689,45105,1603128677.3604374,1603129089.0745084,190,241,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,277,109,567,197,143,24,84,67,1
6003::1000,2000::100:502,14595,8801,1603074494.3354173,1603074927.6212466,190,255,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,118,33,450,126,23,54,92,212,0
6003::1002,2000::100:502,14607,14602,1603074072.9044433,1603074466.5864537,190,121,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101,504,400,55,71,33,135,0
6003::1004,2000::100:506,14606,8799,1603073950.3308098,1603074406.298861,190,168,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,112,32,402,300,10,34,111,33,0
2000::100:506,2000::100:502,14612,8808,1603074382.4335325,1603074534.5608234,191,271,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,23,3,436,27,45,4,6,0
2000::100:50b,6003::fd8,5255,28834,1603080778.138859,1603081193.905334,191,271,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,224,119,1217,178,38,12,345,217,1
6003::1001,2000::100:503,14596,14605,1603073959.0607927,1603074355.6922007,191,272,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,583,478,40,43,0,225,0
2000::100:4d9,204.92.20.197,7714,44038,1603118366.4953086,1603118510.0825834,190,187,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,1217,476,143,46,345,209,1
6003::101e,6003::1028,54458,16264,1603099441.6217723,1603099574.7535634,190,294,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,575,410,17,46,30,14,1
212.130.181.46,2000::100:51f,26567,11975,1603144527.020865,1603144777.230667,190,128,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,95,38,1510,208,178,19,40,27,1
6003::1001,2000::100:504,14603,8811,1603074067.095063,1603074453.2128842,191,198,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,41,20,272,262,0,60,5,9,0
6003::1001,2000::100:503,14612,14593,1603074507.6968396,1603074920.1781485,190,83,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,92,340,482,76,49,9,219,0
2000::100:4cf,143.88.235.91,22471,232,1603120921.0519707,1603121279.7280777,190,245,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,74,53,1510,383,36,52,345,20,1
6003::1003,2000::100:504,14606,14598,1603074051.5515788,1603074476.8642476,190,109,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43,67,322,44,2,220,173,0
44.165.87.63,2000::100:4cf,29106,12569,1603074288.8269868,1603074698.6761165,190,136,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,111,1510,576,143,52,17,60,1
6003::1002,2000::100:507,14610,14610,1603074197.5459619,1603074563.5526016,190,203,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,194,242,15,3,24,142,0
6003::1002,2000::100:505,14594,14614,1603074005.1637704,1603074441.5911157,190,132,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,347,476,69,35,2,84,0
6003::1003,2000::100:503,14603,14609,1603073953.5352302,1603074411.582932,190,123,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,82,4,158,314,15,16,24,127,0
49.50.26.163,2000::100:50b,47097,44547,1603132718.6532238,1603132994.2907817,191,99,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224,40,1510,414,178,30,345,223,1
6003::fec,2000::100:51f,36851,42944,1603143543.2707539,1603143914.8562567,190,237,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,101,1217,265,13,11,80,239,1
6003::1000,2000::100:505,14606,14612,1603073990.876535,1603074117.4489017,190,159,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,38,47,88,190,12,62,153,32,0
6003::1004,2000::100:501,14607,14599,1603073997.5718758,1603074382.8331132,190,128,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2,145,90,5,39,96,7,0
6003::1000,6003::1003,14612,14599,1603074029.0231824,1603074179.8379323,190,258,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,41,291,275,49,51,33,178,0
6003::fec,2000::100:4ee,30799,9884,1603142913.612416,1603143353.7884169,190,222,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,122,112,1510,401,64,74,33,174,1
6003::1004,2000::100:501,14613,14606,1603074588.6329348,1603074792.990939,191,265,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,33,91,487,305,1,50,19,176,0
6003::1004,2000::100:504,14596,14609,1603074016.5907629,1603074219.4826267,191,190,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,48,103,526,138,29,57,187,4,0
6003::1004,2000::100:505,14609,14591,1603074396.6934235,1603074709.6081424,190,243,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,78,79,154,405,3,57,136,137,0
6003::1001,2000::100:506,14607,14612,1603074336.3727536,1603074739.4375305,190,239,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,86,111,424,9,40,153,9,0
6003::1003,2000::100:506,14595,14600,1603073995.7263055,1603074425.6010149,190,256,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,114,182,227,3,6,30,25,0
6003::1002,2000::100:503,14612,8800,1603074217.688594,1603074634.2119298,190,109,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,63,21,161,552,39,31,23,48,0
2000::100:505,2000::100:501,8809,8799,1603074322.3992114,1603074555.378034,190,269,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,88,12,220,39,28,63,19,43,0
6003::1004,2000::100:503,8809,14613,1603074521.050163,1603074945.435677,190,174,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,106,26,100,162,21,67,104,12,0
2000::100:505,2000::100:504,14608,14596,1603074341.837658,1603074791.5049493,190,225,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,116,81,25,41,65,98,133,0
6003::1003,2000::100:501,14595,14600,1603074050.5503757,1603074475.5207286,191,80,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,62,86,104,578,22,2,28,32,0
6003::1003,2000::100:503,14608,14614,1603074330.700968,1603074773.9746404,190,267,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,59,103,373,156,50,70,172,205,0
41.3.72.51,170.88.175.243,31313,62940,1603120727.3080783,1603120983.3400676,190,136,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,95,73,431,311,178,35,5,65,1
2000::100:52a,6003::101e,30281,3618,1603094956.6806426,1603095389.0033278,190,86,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,224,113,1510,11,66,19,267,63,1
2000::100:4ee,49.185.5.51,61410,47045,1603084392.7852511,1603084483.1876965,190,151,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,224,14,1217,616,143,61,88,126,1
6003::1004,2000::100:506,14610,8804,1603074326.986736,1603074773.206335,190,141,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35,56,386,572,50,79,185,10,0
6003::1002,2000::100:502,8802,14602,1603074410.71363,1603074604.3610752,191,106,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,112,29,207,60,5,8,126,175,0
6003::1003,6003::1005,14607,14593,1603074031.1892743,1603074186.0148804,190,220,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,68,75,272,453,80,43,45,10,0
6003::1000,2000::100:503,14603,14596,1603074272.9378903,1603074428.1828513,190,173,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,611,380,59,24,29,5,0
125.128.122.105,192.230.149.188,44984,18040,1603131511.245564,1603131886.6952908,190,189,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,59,77,1510,150,178,25,267,181,1
6003::1005,2000::100:505,14604,14609,1603074619.6243129,1603075072.0182981,190,219,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,67,22,540,456,23,71,30,44,0
6003::1002,2000::100:502,14599,14597,1603074515.8316388,1603074712.6160264,191,149,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,29,286,64,18,60,105,149,0
2000::100:52a,6003::fce,49029,41553,1603095179.172314,1603095463.4228127,191,203,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,46,24,1510,93,178,78,267,5,1
28.1.73.188,2000::100:4e3,60026,34728,1603105180.2720826,1603105445.588858,190,88,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,277,23,1217,581,40,66,5,193,1
6003::1001,2000::100:501,14612,14598,1603074371.0637207,1603074787.1658692,191,208,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,108,209,366,41,64,6,27,0
6003::1000,2000::100:501,14602,8805,1603073949.312697,1603074365.436734,190,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,465,465,60,60,3,0,0
2000::100:504,2000::100:506,8808,14604,1603074067.1697617,1603074516.9652302,190,85,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,66,110,335,128,13,37,200,7,0
103.189.255.152,52.89.188.191,52813,61588,1603090012.601718,1603090396.238482,190,163,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,79,88,576,88,54,17,25,128,1
6003::1002,2000::100:504,14609,14610,1603074634.8029199,1603074755.7439756,190,279,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,7,337,383,3,18,22,215,0
6003::1001,2000::100:503,14596,14598,1603074229.8589935,1603074520.25483,190,237,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,114,70,268,210,53,42,31,20,0
2000::100:505,2000::100:501,14600,14604,1603074044.3095987,1603074497.9658616,191,111,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,55,12,155,90,60,61,11,22,0
6003::1002,6003::1005,14607,14605,1603074424.420531,1603074845.7771428,190,202,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,105,56,650,395,28,18,222,223,0
2000::100:516,77.244.181.33,39609,33562,1603131644.7110252,1603132102.1412587,190,229,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,224,73,400,563,143,5,10,22,1
6003::1000,2000::100:504,8813,14597,1603074026.5788665,1603074398.5692475,191,105,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,69,604,3,40,75,15,95,0
53.73.162.238,76.255.166.9,18528,63114,1603113740.5486994,1603113993.706871,191,104,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,277,110,533,26,31,34,34,188,1
6003::1005,2000::100:505,14598,8796,1603074070.6778545,1603074229.6336899,190,120,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,69,6,553,386,71,5,133,30,0
2000::100:4d9,216.51.79.30,43784,57705,1603092693.6021185,1603093067.1259923,190,235,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,224,26,565,648,178,80,6,222,1
2000::100:4ee,2000::100:4e3,20926,58090,1603131925.2781756,1603132102.6517818,191,92,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,224,64,1510,366,34,2,345,24,1
223.255.172.199,128.193.20.133,36711,7558,1603141223.8176951,1603141550.3543043,190,135,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,95,1510,472,0,65,21,27,1
6003::1005,2000::100:503,8812,14606,1603074034.6027362,1603074436.071391,190,113,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,37,83,482,352,59,1,8,42,0
6003::1003,2000::100:503,14605,14605,1603074626.4673884,1603074944.7376206,190,224,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,106,82,402,498,80,15,159,15,0
6003::fe2,2000::100:4ee,62858,56819,1603108945.8824866,1603109028.78757,191,290,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,224,116,460,552,24,42,15,62,1
6003::ff6,6003::fec,34431,50768,1603138083.0770195,1603138116.694815,190,254,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,97,37,1510,644,60,82,5,140,1
2000::100:51f,108.185.89.100,21062,1868,1603087797.4719412,1603088209.1530356,190,104,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,90,82,1510,245,178,78,267,81,1
2000::100:503,2000::100:506,14607,14602,1603074170.6346319,1603074216.555898,190,248,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,121,559,570,56,17,15,156,0
2000::100:52a,11.218.143.200,33951,58985,1603111869.6655445,1603112261.2253375,190,123,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,34,96,1510,504,178,24,13,25,1
6003::1001,2000::100:505,8799,8810,1603074061.7496126,1603074440.2265372,191,216,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,317,605,56,81,215,98,0
43.12.238.253,137.253.142.230,25416,60565,1603085211.4685829,1603085254.351206,190,250,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,1217,519,17,64,122,5,1
6003::1002,2000::100:502,14601,14603,1603074372.4220521,1603074551.9676297,191,280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,133,9,25,15,147,58,0
6003::1001,2000::100:503,14598,14598,1603074599.4003427,1603074904.188348,190,186,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,61,65,183,422,7,5,206,209,0
6003::1002,2000::100:505,14606,14597,1603074060.1571147,1603074468.3159769,191,206,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,110,22,505,433,21,51,11,105,0
6003::1002,2000::100:502,14605,14597,1603074374.9110515,1603074456.2078645,190,223,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,111,593,604,12,14,157,10,0
6003::1002,6003::1001,14605,14604,1603074195.4264326,1603074236.0702326,191,259,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,81,35,590,161,27,52,199,14,0
6003::1003,2000::100:504,14595,14602,1603074362.7383096,1603074457.2043066,190,276,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,99,66,95,314,13,29,73,33,0
6003::1000,2000::100:502,8805,8805,1603073960.887834,1603074410.884626,190,78,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6003::1005,2000::100:501,14601,8813,1603074260.6341481,1603074655.61729,190,248,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108,58,522,395,75,27,28,28,0
155.88.241.47,6003::1014,17516,62212,1603113299.7226682,1603113625.0435932,190,107,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,98,5,1217,520,178,22,345,203,1
204.28.180.19,187.30.112.1,20906,22728,1603145053.333559,1603145283.1943197,191,92,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,277,19,1217,664,143,24,92,195,1
234.45.59.119,2000::100:515,33611,10248,1603076960.5045774,1603077109.4956276,190,155,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,224,73,1217,107,69,44,144,63,1
233.138.43.165,2000::100:50b,56520,46092,1603108761.9371815,1603109165.2980077,190,286,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,224,93,1217,604,178,7,267,15,1
6003::1005,6003::1005,8815,14602,1603074342.9305859,1603074579.8221657,190,241,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,599,83,55,28,58,38,0
2000::100:4ed,2000::100:51f,26281,54518,1603137993.7745917,1603138033.2647898,190,238,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,277,117,1510,640,39,46,345,0,1
6003::1001,2000::100:506,14612,14613,1603074005.2548647,1603074400.820216,191,156,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,119,120,265,429,15,39,57,150,0
2000::100:515,2000::100:516,24681,2790,1603100643.968069,1603101093.1945376,190,249,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,93,1217,20,42,63,18,133,1
113.111.23.186,64.179.209.74,45510,12131,1603126066.9046059,1603126222.731151,190,278,33,15,0,0,0,0,0,0,0,0,0,0,0,0,0,277,14,1217,383,75,65,345,225,1
6003::1003,2000::100:502,14596,14605,1603074611.8467386,1603074988.6712172,191,129,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,32,96,397,81,63,28,16,26,0
6003::1001,2000::100:502,14611,14612,1603074591.5293448,1603074961.2853196,190,249,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,34,100,198,335,47,75,31,26,0
6003::1003,6003::1002,14606,14597,1603074558.3800066,1603074794.657832,190,205,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,529,259,15,6,0,32,0
6003::1003,6003::1001,14598,14603,1603073963.5097408,1603074333.8422072,190,85,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,30,96,124,9,59,16,63,122,0
6003::1014,156.109.202.156,23508,30223,1603133664.0922825,1603133935.6966288,190,237,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,224,108,1510,14,178,36,345,27,1
6003::1003,2000::100:505,14610,14600,1603074275.455998,1603074587.3428264,190,239,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,55,100,169,172,64,75,63,208,0
6003::1000,2000::100:503,14603,14600,1603074042.1184237,1603074472.5221016,190,167,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,42,93,243,149,32,34,107,31,0
6003::1000,2000::100:516,5455,23379,1603125569.1736734,1603126025.2980437,190,270,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,277,99,1217,511,178,54,267,167,1
6003::1001,2000::100:503,14600,14597,1603074084.8634813,1603074540.429039,191,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,109,541,332,11,19,166,29,0
6003::1002,2000::100:503,14600,14605,1603074152.1678452,1603074377.445013,190,292,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,48,33,641,548,34,8,7,161,0
2000::100:4ee,231.219.218.216,40741,51929,1603100206.6885953,1603100666.0922127,190,249,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,53,112,1510,272,178,16,11,180,1
2000::100:504,2000::100:504,14602,8801,1603074192.0680385,1603074304.1363993,191,228,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,41,20,342,604,82,75,198,196,0
6003::1003,6003::1000,14601,14605,1603074161.689141,1603074300.8207088,190,279,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,99,514,437,56,36,0,54,0
6003::1005,2000::100:501,14594,8795,1603074567.8980803,1603074642.060479,191,245,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,281,519,11,2,91,85,0
6003::1000,2000::100:503,14613,14598,1603074535.3129697,1603074989.8542154,191,157,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,58,301,429,74,32,2,19,0
6003::1004,2000::100:502,14613,14605,1603074080.081807,1603074310.0488884,190,231,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,81,105,538,461,55,33,183,29,0
2000::100:4da,2000::100:4f8,1531,51247,1603132266.934076,1603132677.1628256,190,240,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,51,32,1217,552,49,6,29,11,1
2000::100:4d0,164.162.173.81,20039,14639,1603145656.412104,1603146118.8646784,191,177,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,47,14,278,6,22,345,114,1
6003::1002,2000::100:501,14608,14591,1603074060.465503,1603074106.4557533,191,226,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,89,75,586,438,25,75,11,0,0
6003::1001,2000::100:503,14600,14611,1603074048.145936,1603074292.6753697,191,146,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,114,111,428,634,8,34,32,164,0
6003::1004,2000::100:506,14604,8807,1603074328.2779267,1603074724.2850485,191,166,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,428,72,17,0,16,23,0
55.130.209.152,6003::101e,54305,50203,1603136593.991161,1603136747.5281327,190,191,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114,104,1510,153,62,40,104,89,1
2000::100:4ed,163.249.99.236,13798,29057,1603108291.4632802,1603108698.7787607,190,278,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,665,285,34,57,177,16,1
